airline_name,link,title,author,author_country,date,content,lounge_name,airport,lounge_type,date_visit,type_traveller,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
delta-air-lines,/lounge-reviews/delta-air-lines,Delta Air Lines Business Class (alitalia Giotto) Lounge - Rome Fiumicino Airport,Gilbert Schwartz,United States,2014-10-22,This is a contract lounge shared with several airlines including Delta. I was not permitted to invite a guest although I was flying business class and hold a crown Room membership. This is one of the worst international business class lounges - seating is poor - very few tables (I needed to use the floor to place my beverage as there was no table available). Food and drink selection is poor.,DELTA AIR LINES BUSINESS CLASS (ALITALIA GIOTTO) LOUNGE REVIEW,Rome Fiumicino Airport,Business Class,NA,NA,3,3,4,3,3,2,3,3,0
virgin-atlantic-airways,/lounge-reviews/virgin-atlantic-airways,The Clubhouse Lounge - London Heathrow Airport,J Alsop,NA,2008-05-30,Very impressed with Virgin's Clubhouse at Heathrow. The lounge was quiet spacious and well laid out. Food was excellent. I took advantage of the Cowshed and booked a wet shave - great way to start a morning flight. Staff were very attentive. Overall experience was good - a very relaxing start to my trip.,THE CLUBHOUSE LOUNGE,London Heathrow Airport,NA,NA,NA,5,5,5,4,5,5,4,5,0
air-new-zealand,/lounge-reviews/air-new-zealand,Air New Zealand Business Class Lounge - Los Angeles Lax Airport,J Kneijber,Australia,2012-02-07,We really liked this lounge. Arrived about 5pm on a Monday night and initially there was plenty of room. It got busier later but it still had a nice ambience. Plenty of refreshments and snacks. One of the airlines better lounges and streets ahead of Auckland International lounge.,AIR NEW ZEALAND BUSINESS CLASS LOUNGE REVIEW,Los Angeles Lax Airport,Business Class,NA,NA,4,5,5,5,4,4,0,4,1
malaysia-airlines,/lounge-reviews/malaysia-airlines,Malaysia Airlines Domestic Business Class Golden Lounge - KLIA Kuala Lumpur Airport,Siti Malik,Malaysia,2015-03-22,UseMy flight was 3 hours ahead and I spent my quality time waiting in this lounge. The environment was quiet and cozy. The food was absolutely delicious especially the beef rendang! I kept on refilling my plates while waiting. There's even a massage corner. However the WiFi was just average. But nevertheless I would definitely come again here! A very welcoming lounge.,MALAYSIA AIRLINES DOMESTIC BUSINESS CLASS GOLDEN LOUNGE REVIEW,KLIA Kuala Lumpur Airport,Business Class,NA,NA,4,5,4,5,5,4,3,3,1
delta-air-lines,/lounge-reviews/delta-air-lines,"Delta Air Lines ""sky Club"" Lounges",Brian Smith,Japan,2011-05-01,I went to several Sky Club lounges (MSP MSY RDU) and they are adequate. They do not offer much in the way of food but not bad if your flight is delayed. There is free wifi in all the lounges and even computer use for those not traveling with their own. The one I entered in terminal E at ATL was really not good. It was the old style (not renovated like many are now) quite large but very crowded. There were numerous children in there! Staff behind the bar were unprofessional and talking about inter-lounge politics and not attentive to staff and the bathrooms were dirty and locks didn't lock properly. It's just slightly better than being in the general boarding area.,"DELTA AIR LINES ""SKY CLUB"" LOUNGE REVIEWS",NA,NA,NA,NA,3,2,2,3,3,2,5,2,0
klm-royal-dutch-airlines,/lounge-reviews/klm-royal-dutch-airlines,Klm Business Class Crown Lounge - Amsterdam Schiphol Airport,A Kor,Malaysia,2012-09-17,I have used this lounge for KLM flights to and fro from Kuala Lumpur to Chicago. The lounge is big and spreads out. You can find a comfortable spot. There is a quiet room for those who prefer a nap. The food is not that great so best to have meals outside the lounge.,KLM BUSINESS CLASS CROWN LOUNGE REVIEW,Amsterdam Schiphol Airport,Business Class,NA,NA,4,4,5,4,3,4,5,3,1
china-eastern-airlines,/lounge-reviews/china-eastern-airlines,"China Eastern Airlines First/business Class ""international"" Lounge - Shanghai Pudong Airport",Chris Anderson,Australia,2011-09-14,Pretty good lounge PVG has lounges located at most international gate ares so not overcrowded. Good selection of hot food and snacks when I was there around 6pm and good bar variety too. Wifi worked well and English papers and magazines available too.,"CHINA EASTERN AIRLINES FIRST/BUSINESS CLASS ""INTERNATIONAL"" LOUNGE REVIEW",Shanghai Pudong Airport,Business Class,NA,NA,4,4,4,4,4,3,4,3,0
lufthansa,/lounge-reviews/lufthansa,Lufthansa Senator Business Class Lounge - Munich Airport,C Barkei,Luxembourg,2014-03-11,Very decent size with a good range of food and drink available including weissbier on tap which is always welcome and traditional Bavarian specialties; welcoming area and a good amount of seating. Excellent selection of newspapers and a nice place to spend some time before the flight. No announcements; you need to check the screens yourself. Worth visiting again.,LUFTHANSA SENATOR BUSINESS CLASS LOUNGE REVIEW,Munich Airport,Business Class,NA,NA,5,5,4,5,5,4,4,5,1
delta-air-lines,/lounge-reviews/delta-air-lines,Delta Air Lines Business Class Lounge - Atlanta Hartsfield Airport,Christoph Krause,Switzerland,2012-09-17,Probably the poorest lounge I ever saw on a great international airport. Awkward seats and tables and in particular no reasonable food. Only some nuts and crackers along with small cheese pieces packed in plastic foil. On the plus side: rest rooms clean. Cheapest toilet paper quality you can imagine though.,DELTA AIR LINES BUSINESS CLASS LOUNGE REVIEW,Atlanta Hartsfield Airport,Business Class,NA,NA,3,2,4,3,1,4,3,3,0
china-eastern-airlines,/lounge-reviews/china-eastern-airlines,Business Lounge - Shanghai Pudong Airport,P Hauser,Australia,2015-06-11,"The best word is ""rudimentary"".  Certainly not even close to anything offered by China Eastern Airlines  peers in Asia, or even airlines from North America.  The lounges were clean, and there was
food and some drinks, but poor. They're very basic in the seating department and rather plain.  Gin and warm tonic water were supplied, but no ice.  Wifi is impossible to connect-to unless one has a Chinese mobile telephone number.  There were no shower facilities available.  We went next-door to the First class lounge, it was pretty much the same as the business class lounge. China Eastern offer a comfortable, professional and pleasant inflight experience in business class.  The lounge experience doesn't even come close.",Business Lounge,Shanghai Pudong Airport,Business Class,NA,Business,2,2,4,2,2,1,1,3,0
malaysia-airlines,/lounge-reviews/malaysia-airlines,Malaysia Airlines Business Class Golden Lounge - KLIA Kuala Lumpur Airport,G Morgan,Australia,2015-05-31,What a shocker! Confusing and overall a general lack of customer service. From the disinterested staff on the reception desk to the very poor washroom facilities. Food choices limited and overall a disappointing experience!,MALAYSIA AIRLINES BUSINESS CLASS GOLDEN LOUNGE REVIEW,KLIA Kuala Lumpur Airport,Business Class,NA,NA,2,2,2,2,2,1,2,1,0
continental-airlines,/lounge-reviews/continental-airlines,Continental Airlines Presidents Club Business Class Lounge - Newark Airport,M Kenworthy,United Kingdom,2011-07-31,Appalling lounge. Probably the one of the worst Business Class lounge I have used. ignorant staff at the entrance desk to the lounge. Plus points - a big lounge? The food was crisps or cheese and crackers. That’s it. I did use the showers and although the shower room was big it could have done with modernising. There is no self service drinks area only a staffed bar which was a typical American type bar with all the seats taken and no room to place an order. Had to lift the drinks over peoples heads. Again the bar staff were quite rude and surly and God help you if you order more than 2 drinks! This airport falls way way below any decent European airport. After a great holiday in New York this airport really did let the city down.,CONTINENTAL AIRLINES PRESIDENTS CLUB BUSINESS CLASS LOUNGE REVIEW,Newark Airport,Business Class,NA,NA,2,2,3,1,1,3,1,1,0
british-airways,/lounge-reviews/british-airways,British Airways Terraces Lounge - Manchester Airport,Michael Davies,United Kingdom,2014-08-02,An oasis of calm in what can be a busy terminal 3. Always plenty of seats with many overlooking the runway. It never seems busy here even though its used by American Airlines and now US Airways. An 8am departure - good choice of continental breakfast items. Everything you would expect from a lounge.,BRITISH AIRWAYS TERRACES LOUNGE REVIEW,Manchester Airport,NA,NA,NA,5,5,5,5,4,5,5,5,1
british-airways,/lounge-reviews/british-airways,British Airways First & Business Class Lounge - Toronto Pearson Airport,Kevin Tunnicliffe,United Kingdom,2014-08-21,Excellent lounge from which BA could learn a great deal. Very comfortable seating with good views of the apron and runways and superb food. The food was fresh and delicious with a station cooking rice or noodle stir fry dishes to order. Maybe the best hot food in an airport lounge I have ever experienced.,BRITISH AIRWAYS FIRST & BUSINESS CLASS LOUNGE REVIEW,Toronto Pearson Airport,Business Class,NA,NA,4,5,5,5,5,4,2,5,1
thai-airways,/lounge-reviews/thai-airways,Thai Airways Royal Silk Business Class Lounge - Singapore Changi Airport,Tim Nah,Singapore,2013-09-15,My second visit to the lounge in 3 months. No improvement in the quality and choices of food and drinks. The food was unpalatable with such limited choices the lounge placed cup noodles as their best item on offer. As a Singaporean I am well aware that good quality food and drinks are very reasonably priced in this country so why does Thai Airways stinge on this I wonder. The seats are fine and the lounge is quiet. No showers or even toilets available you'll have to use the public toilets outside the lounge. Skip the lounge and head to the restaurants for better food.,THAI AIRWAYS ROYAL SILK BUSINESS CLASS LOUNGE REVIEW,Singapore Changi Airport,Business Class,NA,NA,3,3,4,3,2,1,4,3,0
china-eastern-airlines,/lounge-reviews/china-eastern-airlines,China Eastern Airlines Business Class Lounge - Shanghai Pudong Airport,B Cleary,United States,2012-04-24,There are a few lounges located throughout the terminal with easy access to all gates. Attendants were very accommodating and explained the comforts of the lounge and that they would make a boarding call. Many hot appetizers as well as Asian / Western Dishes available. Well stocked bar as well as soft drinks water and tea. Assortment of Asian and English language newspapers. WIFI worked well and the 4 hours spent in the lounge were very pleasant.,CHINA EASTERN AIRLINES BUSINESS CLASS LOUNGE REVIEW,Shanghai Pudong Airport,Business Class,NA,NA,5,4,5,5,5,4,4,5,1
malaysia-airlines,/lounge-reviews/malaysia-airlines,Malaysia Airlines Business Class Golden Lounge - Perth Airport,S Marley,Australia,2011-07-31,Lounge is small but functional. Biggest set back was no toilets which was disappointing as the public toilets were dirty.,MALAYSIA AIRLINES BUSINESS CLASS GOLDEN LOUNGE REVIEW,Perth Airport,Business Class,NA,NA,3,4,4,3,3,1,4,4,0
virgin-atlantic-airways,/lounge-reviews/virgin-atlantic-airways,"Virgin Atlantic ""club America"" Business Class Lounge - Miami Airport",Steve Crocker,United Kingdom,2014-02-07,As grim a lounge as I can recall for many years. A couple of apparently arguing staff on duty. The lounge was totally enclosed with no view of the outside and the seating was in my view not up to the standard you expect in a business class lounge. The food was nothing special pretzels cookies and when a few sandwiches appeared they were soon grabbed by the nearest passengers although they were edible. WiFi seemed to be an acceptable speed for what I needed. Toilets were adequate and clean (just about) although they had a strange smell. With only one flight a day I accept that Virgin's choice is limited but they really need to have words with Club America as this lounge does Virgin's reputation no good.,"VIRGIN ATLANTIC ""CLUB AMERICA"" BUSINESS CLASS LOUNGE",Miami Airport,Business Class,NA,NA,3,3,3,3,2,3,3,1,0
klm-royal-dutch-airlines,/lounge-reviews/klm-royal-dutch-airlines,"Klm Business Class ""schengen"" Lounge - Amsterdam Schiphol Airport",Mark Nicholls,United Kingdom,2013-09-15,The worst lounge? Like Air France Business Class Lounge in Paris CDG KLM clearly take the view that business class passengers are just a nuisance. The lounge is just row upon row of tired seating. The food is awful and wine undrinkable. Sad to say having just achieved gold status on Flying Blue (by accident!) I will probably have to use it again but I will want to eat elsewhere. And the staff have zero interest in passengers. Finally the washroom was filthy and smelt really bad. The one redeeming feature the WiFi copes will despite the constant overcrowding.,"KLM BUSINESS CLASS ""SCHENGEN"" LOUNGE REVIEW",Amsterdam Schiphol Airport,Business Class,NA,NA,1,1,1,1,1,1,4,1,0
